Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Father_Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude,Mother_Name,Birth Date,Phone Number,Citizen,Country
Michael,1975-12-22,(0191)4960279,True,Mali,46661,1976,20:17:13,36.318329,33.8880425,Alicia,1975-12-22,(0191)4960279,True,Mali,46661,1976,20:17:13,36.318329,33.8880425,Sharon,1975-12-22,(0191)4960279,True,Mali
Brandon,1978-07-28,+44(0)292018396,True,Equatorial Guinea,16484,1975,23:11:03,-50.220319,19.3821795,Michael,1978-07-28,+44(0)292018396,True,Equatorial Guinea,16484,1975,23:11:03,-50.220319,19.3821795,Paul,1978-07-28,+44(0)292018396,True,Equatorial Guinea
Timothy,1995-04-22,(0117)4960312,False,China,02939,1995,18:25:12,99.067370,86.7284315,Caitlin,1995-04-22,(0117)4960312,False,China,02939,1995,18:25:12,99.067370,86.7284315,Lisa,1995-04-22,(0117)4960312,False,China
Michele,2013-10-09,+441164960767,True,Kazakhstan,40758,2015,04:02:22,100.255872,-80.9045035,Monique,2013-10-09,+441164960767,True,Kazakhstan,40758,2015,04:02:22,100.255872,-80.9045035,Kimberly,2013-10-09,+441164960767,True,Kazakhstan
William,1974-01-29,+44114 4960894,False,Fiji,93381,1992,21:41:07,160.047484,-11.0815115,Zoe,1974-01-29,+44114 4960894,False,Fiji,93381,1992,21:41:07,160.047484,-11.0815115,Joe,1974-01-29,+44114 4960894,False,Fiji
Henry,2014-08-16,+44(0)115 4960259,True,Slovakia (Slovak Republic),51787,1971,05:14:48,64.853071,-65.253917,Amy,2014-08-16,+44(0)115 4960259,True,Slovakia (Slovak Republic),51787,1971,05:14:48,64.853071,-65.253917,Jasmin,2014-08-16,+44(0)115 4960259,True,Slovakia (Slovak Republic)
Eric,2000-08-26,0161 496 0037,True,Iran,95723,1982,07:40:06,-40.376220,-64.714974,Michael,2000-08-26,0161 496 0037,True,Iran,95723,1982,07:40:06,-40.376220,-64.714974,Nathan,2000-08-26,0161 496 0037,True,Iran
Richard,1998-11-30,+44(0)115 496 0069,True,Samoa,76880,1976,14:47:30,-57.966235,29.673341,Jodi,1998-11-30,+44(0)115 496 0069,True,Samoa,76880,1976,14:47:30,-57.966235,29.673341,Mary,1998-11-30,+44(0)115 496 0069,True,Samoa
Thomas,2009-09-20,+44(0)121 4960000,True,Czech Republic,14213,2018,05:22:17,-93.937748,54.3996965,Brian,2009-09-20,+44(0)121 4960000,True,Czech Republic,14213,2018,05:22:17,-93.937748,54.3996965,Sherry,2009-09-20,+44(0)121 4960000,True,Czech Republic
Olivia,1978-12-02,(0118) 496 0536,True,Wallis and Futuna,27598,1978,08:49:51,79.693492,8.5643125,Donna,1978-12-02,(0118) 496 0536,True,Wallis and Futuna,27598,1978,08:49:51,79.693492,8.5643125,Teresa,1978-12-02,(0118) 496 0536,True,Wallis and Futuna
Jason,1974-10-26,028 9018 0933,True,Nepal,11649,2003,11:17:54,-156.344223,-24.4216535,Danny,1974-10-26,028 9018 0933,True,Nepal,11649,2003,11:17:54,-156.344223,-24.4216535,Elizabeth,1974-10-26,028 9018 0933,True,Nepal
Jeremy,2012-03-17,0141 4960036,True,Holy See (Vatican City State),41358,1978,05:19:27,-34.326391,21.911598,Robert,2012-03-17,0141 4960036,True,Holy See (Vatican City State),41358,1978,05:19:27,-34.326391,21.911598,John,2012-03-17,0141 4960036,True,Holy See (Vatican City State)
David,1995-08-17,+44(0)3069990976,False,Central African Republic,35548,2003,06:32:41,-2.979327,61.2155375,Terri,1995-08-17,+44(0)3069990976,False,Central African Republic,35548,2003,06:32:41,-2.979327,61.2155375,Stephanie,1995-08-17,+44(0)3069990976,False,Central African Republic
Benjamin,1971-12-27,+44(0)1614960896,True,Jersey,63542,2018,15:36:54,136.478180,37.077696,Jake,1971-12-27,+44(0)1614960896,True,Jersey,63542,2018,15:36:54,136.478180,37.077696,Jackie,1971-12-27,+44(0)1614960896,True,Jersey
Kathy,2007-09-15,(0161)4960723,False,Australia,28454,1992,23:29:55,-42.542011,-16.0581055,Joel,2007-09-15,(0161)4960723,False,Australia,28454,1992,23:29:55,-42.542011,-16.0581055,Amanda,2007-09-15,(0161)4960723,False,Australia
John,1972-12-10,+44(0)191 4960359,False,Jamaica,42462,1987,17:17:56,-173.051301,-13.2431835,Emily,1972-12-10,+44(0)191 4960359,False,Jamaica,42462,1987,17:17:56,-173.051301,-13.2431835,Andrew,1972-12-10,+44(0)191 4960359,False,Jamaica
James,1983-08-24,(0141) 4960345,False,Australia,88040,2002,20:19:34,25.177111,21.5751975,Jeffery,1983-08-24,(0141) 4960345,False,Australia,88040,2002,20:19:34,25.177111,21.5751975,William,1983-08-24,(0141) 4960345,False,Australia
Shannon,2010-04-01,028 9018710,True,Dominica,99896,2003,14:13:43,-4.778241,-75.368619,Courtney,2010-04-01,028 9018710,True,Dominica,99896,2003,14:13:43,-4.778241,-75.368619,Ryan,2010-04-01,028 9018710,True,Dominica
Jerry,1978-03-17,(0115) 496 0729,True,Taiwan,18055,1988,06:09:50,26.772835,87.2672845,Luis,1978-03-17,(0115) 496 0729,True,Taiwan,18055,1988,06:09:50,26.772835,87.2672845,John,1978-03-17,(0115) 496 0729,True,Taiwan
Jose,2018-08-25,+44118 496 0131,False,Saint Barthelemy,97009,1989,19:34:09,3.302071,-42.720566,Joseph,2018-08-25,+44118 496 0131,False,Saint Barthelemy,97009,1989,19:34:09,3.302071,-42.720566,Ashley,2018-08-25,+44118 496 0131,False,Saint Barthelemy
Sierra,2019-11-06,0141 4960914,True,Malta,24573,1970,11:49:58,170.117495,68.508712,Carmen,2019-11-06,0141 4960914,True,Malta,24573,1970,11:49:58,170.117495,68.508712,Donna,2019-11-06,0141 4960914,True,Malta
Stephen,1991-09-05,+441614960543,False,Guinea-Bissau,93081,1992,00:59:25,-61.482852,-72.4111665,Paul,1991-09-05,+441614960543,False,Guinea-Bissau,93081,1992,00:59:25,-61.482852,-72.4111665,Robert,1991-09-05,+441614960543,False,Guinea-Bissau
Gregg,2020-01-30,+44(0)115 4960086,True,Sao Tome and Principe,25903,2013,00:00:28,107.242069,-78.2023425,Amy,2020-01-30,+44(0)115 4960086,True,Sao Tome and Principe,25903,2013,00:00:28,107.242069,-78.2023425,Anthony,2020-01-30,+44(0)115 4960086,True,Sao Tome and Principe
Jennifer,2011-09-20,+44(0)20 7496 0171,True,Svalbard & Jan Mayen Islands,93108,1996,00:50:42,-42.152216,66.311451,Steven,2011-09-20,+44(0)20 7496 0171,True,Svalbard & Jan Mayen Islands,93108,1996,00:50:42,-42.152216,66.311451,Tanya,2011-09-20,+44(0)20 7496 0171,True,Svalbard & Jan Mayen Islands
James,2017-10-28,(028)9018677,True,Nauru,96557,1987,14:57:31,94.143598,29.7485935,Michelle,2017-10-28,(028)9018677,True,Nauru,96557,1987,14:57:31,94.143598,29.7485935,Katherine,2017-10-28,(028)9018677,True,Nauru
April,1981-05-17,+44117 496 0341,False,Czech Republic,83915,2005,23:05:53,38.503061,32.447218,Cory,1981-05-17,+44117 496 0341,False,Czech Republic,83915,2005,23:05:53,38.503061,32.447218,Brenda,1981-05-17,+44117 496 0341,False,Czech Republic
Angelica,2014-12-05,+44116 4960888,False,Tonga,42904,1991,01:06:51,34.184376,56.1993135,Gina,2014-12-05,+44116 4960888,False,Tonga,42904,1991,01:06:51,34.184376,56.1993135,Chad,2014-12-05,+44116 4960888,False,Tonga
John,2016-09-17,(0141) 496 0607,True,Sweden,01468,1981,16:25:42,-173.333345,-78.659878,Joseph,2016-09-17,(0141) 496 0607,True,Sweden,01468,1981,16:25:42,-173.333345,-78.659878,Elizabeth,2016-09-17,(0141) 496 0607,True,Sweden
Lydia,2020-05-01,+44117 4960634,True,Congo,02451,1977,09:07:23,93.673373,-5.173304,Nancy,2020-05-01,+44117 4960634,True,Congo,02451,1977,09:07:23,93.673373,-5.173304,Kayla,2020-05-01,+44117 4960634,True,Congo
Curtis,1987-09-21,+44(0)1632960590,False,Saint Helena,92177,1974,14:34:29,-109.091733,53.144885,Lisa,1987-09-21,+44(0)1632960590,False,Saint Helena,92177,1974,14:34:29,-109.091733,53.144885,Heather,1987-09-21,+44(0)1632960590,False,Saint Helena
Annette,1991-04-07,(0115) 4960344,False,Finland,41635,1987,12:04:19,158.057103,19.6848575,Brian,1991-04-07,(0115) 4960344,False,Finland,41635,1987,12:04:19,158.057103,19.6848575,William,1991-04-07,(0115) 4960344,False,Finland
Bryan,1976-07-08,+44(0)1184960669,False,British Indian Ocean Territory (Chagos Archipelago),63499,1972,05:02:02,-72.027196,14.144132,Christine,1976-07-08,+44(0)1184960669,False,British Indian Ocean Territory (Chagos Archipelago),63499,1972,05:02:02,-72.027196,14.144132,Sharon,1976-07-08,+44(0)1184960669,False,British Indian Ocean Territory (Chagos Archipelago)
Shannon,1998-03-08,+44115 496 0362,True,American Samoa,09575,1980,23:44:41,111.245118,27.252304,Cody,1998-03-08,+44115 496 0362,True,American Samoa,09575,1980,23:44:41,111.245118,27.252304,Roberto,1998-03-08,+44115 496 0362,True,American Samoa
Francis,1982-10-16,+44(0)1632960671,False,Cyprus,47842,2018,20:24:45,-51.881742,76.6020745,Kristina,1982-10-16,+44(0)1632960671,False,Cyprus,47842,2018,20:24:45,-51.881742,76.6020745,Molly,1982-10-16,+44(0)1632960671,False,Cyprus
Hector,1991-10-31,(028)9018439,False,Falkland Islands (Malvinas),38267,2017,18:30:42,-89.699731,27.0618625,Brittany,1991-10-31,(028)9018439,False,Falkland Islands (Malvinas),38267,2017,18:30:42,-89.699731,27.0618625,Amber,1991-10-31,(028)9018439,False,Falkland Islands (Malvinas)
Amanda,1993-03-23,+44(0)118 4960285,False,Greenland,32045,1989,22:41:10,-86.246354,83.193268,Tammy,1993-03-23,+44(0)118 4960285,False,Greenland,32045,1989,22:41:10,-86.246354,83.193268,Jennifer,1993-03-23,+44(0)118 4960285,False,Greenland
Catherine,1982-11-26,+44161 496 0961,False,Algeria,26491,1972,11:24:45,133.756984,-15.3249135,Christian,1982-11-26,+44161 496 0961,False,Algeria,26491,1972,11:24:45,133.756984,-15.3249135,Ryan,1982-11-26,+44161 496 0961,False,Algeria
Mackenzie,2014-02-20,0131 496 0576,True,Samoa,55832,2011,13:31:46,21.103626,83.932232,Gloria,2014-02-20,0131 496 0576,True,Samoa,55832,2011,13:31:46,21.103626,83.932232,Dylan,2014-02-20,0131 496 0576,True,Samoa
Charles,2004-07-20,+44117 4960607,True,Belgium,28308,1987,23:07:11,83.213518,52.5188015,Becky,2004-07-20,+44117 4960607,True,Belgium,28308,1987,23:07:11,83.213518,52.5188015,Gwendolyn,2004-07-20,+44117 4960607,True,Belgium
Alan,1988-08-21,028 9018 0362,False,Aruba,02601,1985,00:54:10,-131.277592,21.887909,Matthew,1988-08-21,028 9018 0362,False,Aruba,02601,1985,00:54:10,-131.277592,21.887909,Stacey,1988-08-21,028 9018 0362,False,Aruba
Charles,1976-02-13,(0121)4960667,True,Belize,70066,2008,21:06:45,-64.822244,-53.684216,Carl,1976-02-13,(0121)4960667,True,Belize,70066,2008,21:06:45,-64.822244,-53.684216,Deborah,1976-02-13,(0121)4960667,True,Belize
James,2016-06-14,+441184960759,True,United States of America,45225,1979,17:25:19,-133.583728,-11.9468545,William,2016-06-14,+441184960759,True,United States of America,45225,1979,17:25:19,-133.583728,-11.9468545,Eric,2016-06-14,+441184960759,True,United States of America
Sarah,1970-04-22,(0121) 496 0855,True,Switzerland,98936,1994,08:52:39,-170.743888,-12.726351,Amanda,1970-04-22,(0121) 496 0855,True,Switzerland,98936,1994,08:52:39,-170.743888,-12.726351,Anthony,1970-04-22,(0121) 496 0855,True,Switzerland
Rodney,2012-03-04,01184960786,True,Antarctica (the territory South of 60 deg S),19090,2006,16:19:01,84.940660,-54.344428,Julia,2012-03-04,01184960786,True,Antarctica (the territory South of 60 deg S),19090,2006,16:19:01,84.940660,-54.344428,Caroline,2012-03-04,01184960786,True,Antarctica (the territory South of 60 deg S)
Teresa,1970-05-21,(0114) 4960941,False,Argentina,19291,2008,10:31:34,-91.789811,47.060802,Kimberly,1970-05-21,(0114) 4960941,False,Argentina,19291,2008,10:31:34,-91.789811,47.060802,Maria,1970-05-21,(0114) 4960941,False,Argentina
Nicholas,1970-05-17,(0121) 496 0194,False,Tajikistan,21383,2010,19:50:58,114.302229,-80.8535565,George,1970-05-17,(0121) 496 0194,False,Tajikistan,21383,2010,19:50:58,114.302229,-80.8535565,Megan,1970-05-17,(0121) 496 0194,False,Tajikistan
James,2017-10-10,(0808)1570353,False,Belize,02531,1986,10:30:30,5.903386,16.758459,Thomas,2017-10-10,(0808)1570353,False,Belize,02531,1986,10:30:30,5.903386,16.758459,Aaron,2017-10-10,(0808)1570353,False,Belize
Greg,1992-05-04,01514960161,True,Syrian Arab Republic,23759,1991,22:17:29,80.175755,48.891317,Haley,1992-05-04,01514960161,True,Syrian Arab Republic,23759,1991,22:17:29,80.175755,48.891317,Steven,1992-05-04,01514960161,True,Syrian Arab Republic
Yvonne,2011-10-07,+44(0)292018773,True,Serbia,78282,1999,13:56:32,-5.408654,56.027909,Lisa,2011-10-07,+44(0)292018773,True,Serbia,78282,1999,13:56:32,-5.408654,56.027909,Kevin,2011-10-07,+44(0)292018773,True,Serbia
Jessica,1983-08-23,+44(0)116 4960422,False,Svalbard & Jan Mayen Islands,07488,2011,20:02:04,104.434008,-58.998593,Deborah,1983-08-23,+44(0)116 4960422,False,Svalbard & Jan Mayen Islands,07488,2011,20:02:04,104.434008,-58.998593,Garrett,1983-08-23,+44(0)116 4960422,False,Svalbard & Jan Mayen Islands
Cassandra,2001-10-28,+44114 496 0608,False,Malawi,48872,1998,12:55:35,-91.568514,-21.9668055,David,2001-10-28,+44114 496 0608,False,Malawi,48872,1998,12:55:35,-91.568514,-21.9668055,Mark,2001-10-28,+44114 496 0608,False,Malawi
Jeffery,1974-01-10,0292018916,True,Djibouti,60447,1997,11:40:04,121.259331,73.6707795,Michael,1974-01-10,0292018916,True,Djibouti,60447,1997,11:40:04,121.259331,73.6707795,Alan,1974-01-10,0292018916,True,Djibouti
John,2001-03-02,+44(0)1514960167,True,Central African Republic,92705,1990,07:46:56,27.504564,-85.4549545,Gary,2001-03-02,+44(0)1514960167,True,Central African Republic,92705,1990,07:46:56,27.504564,-85.4549545,Brian,2001-03-02,+44(0)1514960167,True,Central African Republic
Ronald,1992-03-16,(01632) 960193,False,Albania,51536,2012,15:39:20,-89.173491,-2.311773,Miranda,1992-03-16,(01632) 960193,False,Albania,51536,2012,15:39:20,-89.173491,-2.311773,Cynthia,1992-03-16,(01632) 960193,False,Albania
Raymond,2014-03-03,01184960748,False,Haiti,22622,2002,12:19:09,-173.849981,-25.0065155,Brian,2014-03-03,01184960748,False,Haiti,22622,2002,12:19:09,-173.849981,-25.0065155,Laura,2014-03-03,01184960748,False,Haiti
Dominique,2001-09-01,+441632960749,True,Jersey,61315,2005,16:39:45,-136.412601,-11.0133425,Jennifer,2001-09-01,+441632960749,True,Jersey,61315,2005,16:39:45,-136.412601,-11.0133425,Kelly,2001-09-01,+441632960749,True,Jersey
Jeffrey,2006-10-25,+4420 7496 0002,False,Lesotho,87151,1978,21:10:54,80.983147,71.5539355,Sabrina,2006-10-25,+4420 7496 0002,False,Lesotho,87151,1978,21:10:54,80.983147,71.5539355,Margaret,2006-10-25,+4420 7496 0002,False,Lesotho
Nancy,2004-08-09,01632 960708,False,Yemen,93911,1993,09:44:39,-155.396546,-69.5891915,Mariah,2004-08-09,01632 960708,False,Yemen,93911,1993,09:44:39,-155.396546,-69.5891915,Wanda,2004-08-09,01632 960708,False,Yemen
John,2013-08-11,+441414960360,False,Jersey,89560,2007,00:09:07,37.534447,14.7293215,Adam,2013-08-11,+441414960360,False,Jersey,89560,2007,00:09:07,37.534447,14.7293215,Jessica,2013-08-11,+441414960360,False,Jersey
Melissa,1981-10-06,+44(0)289018018,False,Cape Verde,10842,1981,09:40:30,50.245354,87.974613,Peter,1981-10-06,+44(0)289018018,False,Cape Verde,10842,1981,09:40:30,50.245354,87.974613,Brandon,1981-10-06,+44(0)289018018,False,Cape Verde
Megan,1981-08-12,+44113 496 0293,True,Spain,82338,1989,12:46:11,159.862061,11.2061655,Joshua,1981-08-12,+44113 496 0293,True,Spain,82338,1989,12:46:11,159.862061,11.2061655,Nicholas,1981-08-12,+44113 496 0293,True,Spain
Nancy,1994-04-07,+441184960800,False,Zimbabwe,36601,2018,20:30:11,149.901203,55.7528375,Joshua,1994-04-07,+441184960800,False,Zimbabwe,36601,2018,20:30:11,149.901203,55.7528375,Mark,1994-04-07,+441184960800,False,Zimbabwe
Ryan,1978-01-13,01314960893,True,Maldives,85216,1990,23:04:09,-179.843312,73.7202085,Nancy,1978-01-13,01314960893,True,Maldives,85216,1990,23:04:09,-179.843312,73.7202085,Blake,1978-01-13,01314960893,True,Maldives
Sheri,1999-03-09,+441144960383,True,Australia,18989,1981,00:51:46,-115.731774,80.5882645,Bill,1999-03-09,+441144960383,True,Australia,18989,1981,00:51:46,-115.731774,80.5882645,Sarah,1999-03-09,+441144960383,True,Australia
David,1987-06-01,(0306) 999 0043,True,Heard Island and McDonald Islands,04228,1972,02:07:16,32.949868,-15.272888,Debra,1987-06-01,(0306) 999 0043,True,Heard Island and McDonald Islands,04228,1972,02:07:16,32.949868,-15.272888,Samantha,1987-06-01,(0306) 999 0043,True,Heard Island and McDonald Islands
John,1980-12-05,01514960503,False,United States Virgin Islands,69319,2009,12:58:19,-65.093350,-81.7447975,Rachel,1980-12-05,01514960503,False,United States Virgin Islands,69319,2009,12:58:19,-65.093350,-81.7447975,Timothy,1980-12-05,01514960503,False,United States Virgin Islands
Denise,2004-05-27,+441614960423,True,Antarctica (the territory South of 60 deg S),52126,2006,09:20:13,58.090517,-66.0702755,Jennifer,2004-05-27,+441614960423,True,Antarctica (the territory South of 60 deg S),52126,2006,09:20:13,58.090517,-66.0702755,Chad,2004-05-27,+441614960423,True,Antarctica (the territory South of 60 deg S)
Crystal,2007-01-24,+44(0)1184960788,False,Faroe Islands,25089,2011,22:26:02,-25.880645,-47.7293695,James,2007-01-24,+44(0)1184960788,False,Faroe Islands,25089,2011,22:26:02,-25.880645,-47.7293695,Amanda,2007-01-24,+44(0)1184960788,False,Faroe Islands
Mary,1985-12-29,(028) 9018611,False,Bouvet Island (Bouvetoya),38768,1973,11:22:09,-1.882719,51.319809,Joshua,1985-12-29,(028) 9018611,False,Bouvet Island (Bouvetoya),38768,1973,11:22:09,-1.882719,51.319809,Karen,1985-12-29,(028) 9018611,False,Bouvet Island (Bouvetoya)
Brandon,1971-05-13,0116 4960180,True,Cuba,64551,1978,09:06:43,-94.144991,-28.2682045,Jennifer,1971-05-13,0116 4960180,True,Cuba,64551,1978,09:06:43,-94.144991,-28.2682045,Marcus,1971-05-13,0116 4960180,True,Cuba
Jerry,2008-12-18,+441632 960459,False,Kenya,84531,2001,13:53:00,121.675784,0.2779385,Bailey,2008-12-18,+441632 960459,False,Kenya,84531,2001,13:53:00,121.675784,0.2779385,Matthew,2008-12-18,+441632 960459,False,Kenya
Steven,1994-03-11,(0131) 496 0804,True,Holy See (Vatican City State),87317,2014,21:49:23,30.088684,-87.231734,Christopher,1994-03-11,(0131) 496 0804,True,Holy See (Vatican City State),87317,2014,21:49:23,30.088684,-87.231734,Arthur,1994-03-11,(0131) 496 0804,True,Holy See (Vatican City State)
Amanda,1991-04-09,01174960853,False,Fiji,50272,2016,04:05:24,-70.827229,-16.314450,Christine,1991-04-09,01174960853,False,Fiji,50272,2016,04:05:24,-70.827229,-16.314450,Eric,1991-04-09,01174960853,False,Fiji
Ashley,1971-11-16,+44289018794,False,Saint Helena,73285,2001,19:31:06,-174.120934,47.1529605,David,1971-11-16,+44289018794,False,Saint Helena,73285,2001,19:31:06,-174.120934,47.1529605,Monica,1971-11-16,+44289018794,False,Saint Helena
Anita,1996-09-15,(029) 2018896,False,Heard Island and McDonald Islands,56853,1988,19:35:37,100.084967,-40.967665,Matthew,1996-09-15,(029) 2018896,False,Heard Island and McDonald Islands,56853,1988,19:35:37,100.084967,-40.967665,Vanessa,1996-09-15,(029) 2018896,False,Heard Island and McDonald Islands
Heather,1983-06-17,(0115) 496 0301,False,Guernsey,43665,1972,17:01:40,-69.763987,-77.9661035,Mark,1983-06-17,(0115) 496 0301,False,Guernsey,43665,1972,17:01:40,-69.763987,-77.9661035,Joseph,1983-06-17,(0115) 496 0301,False,Guernsey
Kristen,2009-04-14,+44(0)1144960964,True,French Southern Territories,90420,2001,08:11:43,114.447834,-71.046660,Benjamin,2009-04-14,+44(0)1144960964,True,French Southern Territories,90420,2001,08:11:43,114.447834,-71.046660,Dana,2009-04-14,+44(0)1144960964,True,French Southern Territories
Steven,2004-06-27,+441214960428,True,Colombia,44553,1971,18:59:42,-69.490384,-24.8479645,Sheila,2004-06-27,+441214960428,True,Colombia,44553,1971,18:59:42,-69.490384,-24.8479645,Sarah,2004-06-27,+441214960428,True,Colombia
Catherine,2009-02-09,+44(0)191 496 0076,False,China,40473,1976,23:56:02,-118.166044,76.490551,Jeffrey,2009-02-09,+44(0)191 496 0076,False,China,40473,1976,23:56:02,-118.166044,76.490551,Melissa,2009-02-09,+44(0)191 496 0076,False,China
Alicia,2005-07-23,+441632 960907,False,Greenland,92122,1994,20:21:32,-103.994211,69.8892205,Lindsay,2005-07-23,+441632 960907,False,Greenland,92122,1994,20:21:32,-103.994211,69.8892205,Stephen,2005-07-23,+441632 960907,False,Greenland
Steven,1982-07-10,+441514960007,False,Togo,01777,2005,15:15:46,58.561300,38.7847105,Marie,1982-07-10,+441514960007,False,Togo,01777,2005,15:15:46,58.561300,38.7847105,Marilyn,1982-07-10,+441514960007,False,Togo
Debbie,1970-12-11,(0113)4960263,True,Australia,25077,2007,01:35:44,-137.641772,40.018716,Amanda,1970-12-11,(0113)4960263,True,Australia,25077,2007,01:35:44,-137.641772,40.018716,David,1970-12-11,(0113)4960263,True,Australia
Erik,2013-08-13,0113 496 0164,False,Pitcairn Islands,42228,2015,16:56:10,-92.226789,24.859166,Jennifer,2013-08-13,0113 496 0164,False,Pitcairn Islands,42228,2015,16:56:10,-92.226789,24.859166,Stephanie,2013-08-13,0113 496 0164,False,Pitcairn Islands
James,1991-06-02,01914960533,False,Sudan,51076,1995,13:33:24,-66.285907,-85.374156,Jessica,1991-06-02,01914960533,False,Sudan,51076,1995,13:33:24,-66.285907,-85.374156,Matthew,1991-06-02,01914960533,False,Sudan
Brandon,2013-03-03,+44(0)1414960261,True,Lesotho,65913,1987,18:27:26,7.586985,-39.513397,David,2013-03-03,+44(0)1414960261,True,Lesotho,65913,1987,18:27:26,7.586985,-39.513397,Jesus,2013-03-03,+44(0)1414960261,True,Lesotho
Melissa,1971-09-11,01214960541,False,San Marino,50070,2008,04:18:24,-81.588733,-24.9697345,Dana,1971-09-11,01214960541,False,San Marino,50070,2008,04:18:24,-81.588733,-24.9697345,Andrew,1971-09-11,01214960541,False,San Marino
Elizabeth,2003-10-19,01632 960275,True,Latvia,47429,1988,20:21:46,-37.668890,-67.985445,Donald,2003-10-19,01632 960275,True,Latvia,47429,1988,20:21:46,-37.668890,-67.985445,Erin,2003-10-19,01632 960275,True,Latvia
Derek,1980-08-06,+442074960757,False,Peru,67374,1970,21:00:13,-41.084633,-42.949232,Todd,1980-08-06,+442074960757,False,Peru,67374,1970,21:00:13,-41.084633,-42.949232,Melinda,1980-08-06,+442074960757,False,Peru
Jeffery,2006-04-24,(01632)960161,True,Zambia,59524,1993,07:13:03,-36.970775,47.315214,James,2006-04-24,(01632)960161,True,Zambia,59524,1993,07:13:03,-36.970775,47.315214,Roberto,2006-04-24,(01632)960161,True,Zambia
Robert,1974-04-09,+44(0)1214960047,True,Guinea,38585,2003,02:24:25,-87.988406,30.0061925,Michael,1974-04-09,+44(0)1214960047,True,Guinea,38585,2003,02:24:25,-87.988406,30.0061925,Stephanie,1974-04-09,+44(0)1214960047,True,Guinea
Mackenzie,2001-01-28,+44(0)131 4960398,True,French Polynesia,22002,2004,05:23:12,142.481478,-64.807601,Matthew,2001-01-28,+44(0)131 4960398,True,French Polynesia,22002,2004,05:23:12,142.481478,-64.807601,Carl,2001-01-28,+44(0)131 4960398,True,French Polynesia
Andrew,1980-11-06,+44808 157 0786,True,South Georgia and the South Sandwich Islands,55047,1972,07:40:48,77.392005,7.5157515,Jessica,1980-11-06,+44808 157 0786,True,South Georgia and the South Sandwich Islands,55047,1972,07:40:48,77.392005,7.5157515,Peter,1980-11-06,+44808 157 0786,True,South Georgia and the South Sandwich Islands
Mark,2001-07-16,+44(0)113 4960832,True,Chad,22017,2008,17:35:42,-137.218318,-50.063045,Christine,2001-07-16,+44(0)113 4960832,True,Chad,22017,2008,17:35:42,-137.218318,-50.063045,Timothy,2001-07-16,+44(0)113 4960832,True,Chad
Emily,1970-05-27,+44(0)808 157 0172,True,French Polynesia,15708,1980,15:03:50,-160.724511,21.8897975,Matthew,1970-05-27,+44(0)808 157 0172,True,French Polynesia,15708,1980,15:03:50,-160.724511,21.8897975,Sara,1970-05-27,+44(0)808 157 0172,True,French Polynesia
Donald,1977-06-14,01314960397,False,Finland,97432,1987,12:11:33,16.929634,82.2069645,Anna,1977-06-14,01314960397,False,Finland,97432,1987,12:11:33,16.929634,82.2069645,Joshua,1977-06-14,01314960397,False,Finland
Destiny,1971-03-31,0116 496 0076,False,New Zealand,08492,2019,12:21:21,104.435384,-57.4308505,Whitney,1971-03-31,0116 496 0076,False,New Zealand,08492,2019,12:21:21,104.435384,-57.4308505,Heather,1971-03-31,0116 496 0076,False,New Zealand
Lindsey,1986-12-19,+4420 74960879,False,New Zealand,28594,1981,14:21:10,83.315479,67.809790,Darlene,1986-12-19,+4420 74960879,False,New Zealand,28594,1981,14:21:10,83.315479,67.809790,Cynthia,1986-12-19,+4420 74960879,False,New Zealand
Steven,1984-11-02,0114 4960806,False,Mauritania,34452,1998,18:57:36,109.001196,-69.4018295,Joe,1984-11-02,0114 4960806,False,Mauritania,34452,1998,18:57:36,109.001196,-69.4018295,Karina,1984-11-02,0114 4960806,False,Mauritania
Linda,1981-02-04,(0131)4960919,True,Korea,36611,2016,08:28:08,-70.587175,-13.9646455,Thomas,1981-02-04,(0131)4960919,True,Korea,36611,2016,08:28:08,-70.587175,-13.9646455,Jessica,1981-02-04,(0131)4960919,True,Korea
John,2015-12-02,0117 496 0948,False,Sri Lanka,74681,1985,17:16:46,-69.820626,24.482894,Karen,2015-12-02,0117 496 0948,False,Sri Lanka,74681,1985,17:16:46,-69.820626,24.482894,Tammy,2015-12-02,0117 496 0948,False,Sri Lanka
Tina,2008-02-17,+441632960525,True,Niger,25745,1985,11:51:48,68.682547,-60.1994025,Heather,2008-02-17,+441632960525,True,Niger,25745,1985,11:51:48,68.682547,-60.1994025,Jim,2008-02-17,+441632960525,True,Niger
Douglas,1998-02-07,0117 496 0145,False,Netherlands Antilles,66790,2011,04:54:50,-1.097614,54.9864285,Jeremiah,1998-02-07,0117 496 0145,False,Netherlands Antilles,66790,2011,04:54:50,-1.097614,54.9864285,John,1998-02-07,0117 496 0145,False,Netherlands Antilles
Amy,2004-06-13,+44(0)121 496 0319,False,Hungary,30949,1972,20:09:54,73.834541,-44.157973,Evan,2004-06-13,+44(0)121 496 0319,False,Hungary,30949,1972,20:09:54,73.834541,-44.157973,Ryan,2004-06-13,+44(0)121 496 0319,False,Hungary
