Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude
Candace,2010-05-31,(0117)4960910,False,Oman,43445,1985,14:17:53,-167.159393,-2.967709
Clarence,2015-06-14,0909 8790935,False,Central African Republic,82502,1978,04:04:09,143.812078,-6.705155
Heather,2019-08-07,+44(0)1174960277,True,Mali,30433,1995,21:41:35,-176.506646,-22.7317445
Tracey,2004-09-19,+44(0)114 496 0888,True,Jersey,13140,1995,16:54:56,-29.346346,-0.122147
Jonathan,1976-04-09,+4429 2018 0092,True,Belize,75103,1997,10:44:17,59.603139,-22.705110
Courtney,2019-04-27,0151 496 0679,True,Guam,84090,1998,06:50:11,-121.587308,-47.0121285
Jennifer,1991-12-05,(0118)4960272,False,Slovakia (Slovak Republic),07548,2006,00:39:54,-65.685403,-41.920653
Donald,1981-12-13,+44118 4960133,False,Tanzania,84518,2021,21:44:56,71.843158,37.967407
Michael,1986-05-28,(0306) 9990862,False,Reunion,52536,1976,05:08:30,-67.356168,27.747998
Andrea,1984-02-22,+44(0)306 999 0661,True,Western Sahara,50029,1990,10:06:38,66.866086,-0.8113245
Matthew,2002-08-17,(0115)4960327,False,New Caledonia,17539,1987,21:03:54,-11.835476,5.448972
Michael,2010-04-26,+44131 496 0034,True,Portugal,17886,2009,00:44:32,99.110351,-19.9451425
Amber,1973-06-19,+441632960714,True,Mauritania,77495,2021,17:49:38,-1.945158,1.772313
Timothy,1974-07-02,0808 1570413,False,Cocos (Keeling) Islands,17868,2003,13:15:34,-138.161941,87.931197
Courtney,1976-12-07,+44118 496 0362,False,Iceland,21985,1974,23:54:36,-46.029708,25.6983355
Joshua,1975-12-30,0117 4960540,False,Guernsey,13375,2005,08:23:49,-0.283001,16.620591
April,1971-04-07,(029) 2018 0810,True,Isle of Man,66241,2009,23:56:11,120.801121,52.0896485
Alyssa,2010-11-10,020 7946 0638,False,Jamaica,62848,1997,05:24:49,-79.542159,63.2302845
Vanessa,2019-11-19,(0116) 4960038,True,Mali,02200,2006,19:43:14,-175.569883,59.475117
Charles,1995-04-24,+44(0)20 74960976,False,Monaco,79508,1970,07:51:01,-54.339530,50.424474
Darryl,2015-11-30,(0306) 9990751,False,Myanmar,22006,1980,04:22:42,74.044562,21.647203
Jennifer,2000-04-06,0289018093,False,Tonga,59619,1975,23:07:34,-132.676639,5.354980
Matthew,1982-02-04,+44(0)3069990193,False,Qatar,21488,1975,02:48:59,177.496290,44.6841835
Tracy,1987-01-24,+44(0)161 496 0422,False,Nauru,36319,2005,22:20:47,18.318010,-26.694843
Jared,2019-08-15,01134960242,True,Guernsey,20961,1972,20:33:49,67.762477,-74.0010365
Christopher,1975-07-07,+441314960843,False,Bahamas,84769,2012,12:29:26,73.155761,-63.5402295
Kirsten,2016-05-29,0115 496 0618,False,Netherlands,59321,1989,02:48:55,-127.705103,-35.5058845
Christopher,1977-03-16,+44(0)131 496 0379,True,Djibouti,12759,2007,02:21:38,-42.573955,-72.150900
Nathan,2006-08-17,(0909)8790206,True,French Guiana,72848,2012,04:04:21,-111.278584,67.1697375
Martha,1980-11-28,(028) 9018377,False,Vietnam,04841,2013,02:37:09,-77.760819,-32.861683
Justin,1995-04-20,(0118)4960816,False,Macao,69366,2006,01:36:27,67.959876,-35.7306095
William,1977-12-05,+44141 4960081,True,San Marino,20271,2010,03:43:11,-84.947874,-69.705970
Christina,2003-08-03,+44131 496 0680,False,French Polynesia,54823,1989,02:24:48,-103.177641,-9.473336
Kristen,1997-04-03,(0191) 496 0773,True,Belize,22028,2020,06:01:35,-51.938740,31.3356435
Nicole,1974-06-06,(0306) 9990564,True,Panama,78851,1997,20:10:35,15.530168,66.562762
Matthew,1995-04-28,01184960703,False,Romania,07676,1987,15:26:56,155.797626,15.4506855
Haley,2008-05-22,+44(0)161 4960899,True,Rwanda,51706,1980,13:04:01,102.531257,-27.7199515
Joseph,1972-07-23,+44808 1570365,False,Honduras,94338,1992,06:14:38,-179.033976,7.883843
Robert,2001-04-03,+44(0)1632 960276,False,Brazil,84691,1985,21:01:06,36.349336,-40.530924
Kevin,2014-03-31,+44151 4960998,False,Liechtenstein,25145,1999,00:50:46,-4.877108,26.7435105
Hunter,2019-12-23,0131 4960204,False,Brazil,05291,1986,22:23:25,80.758659,-10.4988445
Steven,1970-06-05,(029) 2018 0622,True,Chad,13290,1990,09:39:03,-119.425063,69.4848075
Priscilla,1996-06-11,+44(0)161 496 0220,False,Holy See (Vatican City State),92639,2004,08:09:00,-133.694415,-31.962572
Thomas,1996-04-07,+44(0)121 4960287,True,Congo,49153,2010,11:30:25,72.258682,-58.663289
Scott,1995-01-31,+44(0)306 9990710,True,Malaysia,80220,1981,21:44:07,64.957030,-27.1071895
Miranda,1982-09-20,+442074960402,True,Panama,16495,1986,03:48:30,-24.017672,-21.923527
Jamie,2011-08-28,+44(0)116 4960114,True,Sri Lanka,51622,1999,04:09:41,-72.852632,-24.6286565
Alexander,1999-07-02,0141 4960087,True,Antarctica (the territory South of 60 deg S),40601,1992,12:50:20,-163.812676,85.1380095
Richard,1976-02-04,+44114 496 0720,True,Haiti,61022,1989,10:54:50,61.505873,-56.115043
Faith,1992-08-21,+44151 4960208,False,Indonesia,70441,2005,13:06:55,140.727073,-75.416666
Christopher,1989-03-05,+443069990511,False,Belarus,54980,1987,22:33:11,22.201562,-41.773811
Rachel,1993-03-07,+44121 4960520,False,Congo,39493,2009,23:39:17,8.262068,-16.5005975
Savannah,2020-01-23,+44(0)1214960542,False,Paraguay,99481,1991,03:39:11,171.798952,-0.152064
Jessica,1994-02-06,(0131) 496 0806,False,Algeria,95688,1999,09:00:09,-110.865406,16.1034535
Ashley,1981-05-11,+44116 4960831,False,Tuvalu,82292,1996,19:01:59,-4.449725,-35.766975
Jeffrey,2016-10-09,+441134960041,False,Tuvalu,81854,1984,18:49:17,-133.203204,-18.934306
Craig,1999-06-17,+44909 879 0265,True,Cayman Islands,15664,1991,01:05:20,82.487116,-60.616805
Ricky,1975-05-30,+44292018935,True,French Polynesia,70423,1985,20:35:30,-15.518420,19.724968
Sheila,1995-06-13,0909 8790164,False,Qatar,51903,1995,15:13:38,77.114981,-8.3777475
Ernest,1970-01-25,(0141) 496 0188,True,Korea,81965,2021,13:51:25,62.840691,56.697761
Aaron,2015-09-21,(0131) 496 0024,False,Saint Pierre and Miquelon,37555,1974,04:35:23,77.739489,-24.164793
Vincent,2013-12-03,(0808) 157 0241,False,Tuvalu,92434,1975,04:35:05,43.283741,-49.517013
Marilyn,1997-07-02,0114 4960619,False,Western Sahara,07315,1975,00:47:53,144.715043,43.307541
Ashley,2008-03-08,0161 4960138,False,Isle of Man,76027,2014,17:04:27,102.889549,79.785240
Christopher,1997-10-15,01214960865,True,Cyprus,69022,1999,09:15:39,-89.526002,7.8574145
Jason,2011-12-29,+44909 879 0680,False,Palestinian Territory,02313,2001,13:20:15,176.804851,28.974732
Jason,1994-04-12,+441632 960568,True,South Africa,37085,1992,08:42:41,178.339464,51.6833775
Micheal,1992-05-30,+44(0)1214960296,True,Somalia,04426,2014,14:59:50,-74.274200,72.1746895
Derek,1978-10-11,(0115)4960047,False,Bhutan,08031,1989,16:22:46,-125.251484,-57.0003485
David,2001-07-11,+44(0)29 2018262,False,New Caledonia,54269,2015,23:16:26,88.463355,-33.4334885
Bradley,1989-09-21,(0909) 879 0347,False,South Georgia and the South Sandwich Islands,74214,1982,05:39:45,75.301455,-65.485854
Kathryn,1991-03-31,01144960244,True,Malawi,52252,1998,22:24:22,-172.167333,-87.9227625
Jeremy,1985-12-18,+44(0)9098790387,False,Indonesia,28227,1994,05:32:16,144.107543,-70.499430
Alan,1974-01-25,(029) 2018 0476,True,Iraq,75669,1996,22:55:17,-177.109479,-28.799809
Donna,1974-01-29,0117 496 0300,False,Qatar,22014,2002,10:14:58,-41.464938,-83.786094
Catherine,1970-05-27,0161 496 0623,False,Gibraltar,96171,2006,20:00:09,-152.679238,-20.120494
Jacqueline,2012-11-05,0292018999,True,Finland,70002,1997,02:22:10,141.565088,35.926356
Mackenzie,2004-02-22,+44117 4960114,True,Tunisia,52255,1973,12:27:31,119.172869,-77.697812
Samantha,2007-09-11,(0121) 4960484,True,Tuvalu,59441,2001,11:33:37,134.383116,33.949170
David,1973-02-23,+44(0)1514960074,False,Guam,31157,2018,01:41:00,100.570662,-33.773009
Pamela,1982-03-20,(0121) 4960043,False,Brunei Darussalam,54166,1992,05:51:20,18.574047,29.4031495
Kelly,1980-01-13,+44(0)1314960395,False,Ireland,87246,1999,16:18:48,-53.705874,29.2180355
Victor,2007-12-01,(028) 9018081,False,Christmas Island,43578,2020,14:58:55,67.967510,16.4831505
Maria,2000-09-13,0118 496 0982,False,San Marino,23201,1998,13:28:07,125.418050,49.7722435
Judith,2003-01-20,(0141) 4960396,True,Libyan Arab Jamahiriya,89730,2000,23:40:05,94.046234,44.558941
Paula,1990-08-15,(028) 9018 0404,True,Puerto Rico,93606,1976,12:50:20,-51.727833,32.889607
Kristen,1975-08-13,+44(0)28 9018 0336,True,Mongolia,77119,1974,15:23:03,150.558244,-61.040698
Michael,1978-09-20,+4428 9018707,False,Congo,50950,1976,02:34:07,-77.138472,-27.6605885
Cristian,2005-06-08,(01632) 960 075,True,Western Sahara,22124,1990,09:37:46,-98.101694,-49.150103
Spencer,1989-01-22,+44161 496 0471,False,Taiwan,20676,2007,21:41:18,-18.818791,63.9446115
Eileen,1987-07-18,01144960041,True,China,98953,2003,18:00:28,157.581147,-52.010887
William,2009-04-24,(0114) 4960043,False,Western Sahara,27947,2017,12:32:02,-168.677121,-75.116177
Crystal,2010-02-16,+44(0)20 74960344,False,Heard Island and McDonald Islands,88865,1978,05:40:42,-110.128637,5.2766395
William,1983-02-08,(0161) 496 0204,False,Myanmar,03553,1980,09:43:03,173.667971,-49.413686
Gregory,2008-04-13,(0117) 496 0180,False,Cyprus,05911,1992,08:56:07,-174.726325,-12.351158
Michael,1984-07-16,+44121 496 0199,False,Cote d'Ivoire,53623,1983,05:16:07,19.103927,23.6831205
Darren,2016-05-23,(0191) 496 0417,True,Liechtenstein,43502,1999,02:31:58,172.914814,-69.9191915
Rebecca,2011-05-14,(0118) 496 0734,False,Andorra,20513,1979,03:13:43,135.532886,55.742894
Christopher,2019-12-17,+441314960983,True,Guatemala,54619,2010,03:36:20,48.588162,77.2074165
Ryan,1988-06-18,(0114)4960126,True,Australia,54254,2004,04:01:34,-83.310915,-78.696485
William,1994-12-21,+44191 4960478,False,Solomon Islands,32284,2012,13:11:38,151.026762,-49.7287125
Aaron,2011-07-16,(0115) 496 0411,True,Armenia,53351,2003,08:47:40,-96.680632,-11.379233
David,2014-09-26,020 7946 0070,False,United States Minor Outlying Islands,84514,1981,06:50:26,104.982417,31.1017755
Linda,2006-12-24,(028) 9018 0764,True,Bosnia and Herzegovina,30538,2012,02:45:20,72.661199,41.558076
Lindsey,2010-11-22,+44808 157 0545,True,Liechtenstein,93364,1974,04:07:28,-130.153285,81.3776315
John,2007-08-07,01514960418,False,Sweden,72491,1983,23:45:53,121.833296,-1.228525
Steven,2018-11-18,(01632) 960834,False,Portugal,83746,1978,17:28:09,-67.561127,18.0747685
Audrey,1985-11-03,(0151) 4960553,True,Jersey,04922,2012,13:21:47,-73.063585,-77.781609
Jessica,1976-11-21,(0121)4960124,True,Faroe Islands,73603,2003,08:52:30,107.726919,68.8985295
Jeffrey,2018-03-25,+44(0)1314960705,False,Faroe Islands,87958,2003,03:14:44,-42.661577,15.9105095
Rebecca,1976-10-04,0116 496 0457,False,Trinidad and Tobago,93542,1974,01:59:32,158.228553,45.5908175
Sean,1972-12-31,(020)74960283,False,Congo,44654,1998,10:00:58,-23.847445,78.589794
Paula,1981-08-22,01164960808,False,Bhutan,79087,1993,12:23:30,73.238667,2.119451
Jessica,2013-02-04,+44151 496 0101,False,Spain,23190,1980,10:48:22,120.052811,-75.047993
Mindy,1981-05-11,(0114) 496 0689,False,Korea,67664,1980,07:27:46,134.156695,-77.684082
Allen,2006-03-25,+44(0)114 496 0443,True,Bangladesh,53254,2008,22:26:58,-102.346317,-40.378786
Norma,2014-09-25,+44(0)115 496 0084,False,Cyprus,19434,1993,16:02:11,-153.875032,-50.139766
Taylor,2004-09-01,0131 4960606,False,American Samoa,75617,1980,12:58:44,44.843674,53.672379
Jennifer,1994-02-18,+44141 4960400,False,Croatia,62528,1973,13:37:37,-83.188785,-76.3990935
Patricia,1980-01-02,0141 4960905,False,Mauritania,32714,1978,03:09:04,57.953964,41.856683
Christopher,1995-01-28,(0161) 4960033,False,Tanzania,52282,1970,21:20:32,-17.902236,-33.6364275
Danielle,1972-08-27,(0121) 496 0729,False,Moldova,46149,1978,16:55:02,179.858198,23.2095175
Scott,2005-01-12,+442074960460,True,Reunion,82420,1990,09:42:58,-163.107544,-67.383618
Shane,1984-05-24,+441174960536,True,British Virgin Islands,42039,1997,14:46:58,-91.080157,73.9702575
Joel,2001-08-14,+44(0)1184960194,True,Israel,98314,1982,08:51:18,41.590007,-77.7571785
Ruben,1981-04-20,(0151) 4960367,True,Comoros,39762,2005,23:34:09,-142.754711,38.191276
Stacey,2007-03-15,0306 9990965,True,Central African Republic,24130,1992,18:41:14,75.583738,-12.9831545
Kim,2002-03-15,+448081570438,False,India,56815,2014,12:56:55,-68.752103,-16.8913585
Ryan,1975-06-20,+441514960853,False,Turks and Caicos Islands,93842,2021,01:50:01,30.066839,4.845080
Tim,1974-07-08,0115 4960990,True,Barbados,02703,2017,14:23:33,123.397007,-83.2354995
Megan,1987-06-14,0141 496 0475,True,Portugal,19600,2006,20:02:11,-18.114393,-62.3695915
Anthony,1982-06-03,(0191) 496 0200,True,Seychelles,53820,2020,13:07:18,-99.021092,-79.7085535
Michelle,2017-12-28,+44(0)117 496 0667,True,Malta,13220,1994,16:21:36,-36.525168,32.424535
Gregory,1979-11-19,+44118 4960041,True,Somalia,19825,1992,08:55:55,19.799895,32.719892
Belinda,2009-07-22,0141 4960504,True,Pitcairn Islands,86928,1989,14:16:41,140.866183,17.6857895
Vanessa,2011-02-02,+44118 4960115,False,Estonia,80659,2021,22:14:11,-46.223735,-24.9250995
Richard,1991-12-10,+44292018828,True,Venezuela,32391,2007,11:27:50,-3.622964,-60.998959
Timothy,1972-04-05,0161 496 0933,False,Jersey,16225,1981,17:44:34,37.904106,26.9744295
Kimberly,2012-08-17,+44(0)113 4960093,False,Guatemala,33469,2001,13:05:16,-177.534254,-49.9391675
Anthony,1972-12-04,(0306) 9990471,True,Kiribati,75679,1979,23:59:28,-173.692011,-60.678383
Scott,2000-01-23,(0141) 4960947,False,Equatorial Guinea,50015,1985,01:01:59,-167.357291,-69.677046
Christopher,1988-06-18,+44(0)191 496 0129,True,Mali,20779,1972,08:43:52,-112.798532,-86.2115135
Rhonda,1974-04-23,(0808) 157 0832,False,Romania,48615,1978,00:28:56,-54.190502,-60.263888
Deborah,1997-04-23,029 2018268,False,Gambia,59339,1999,10:12:49,90.473074,-33.676334
Christina,2004-07-09,0113 496 0024,False,Guernsey,56499,2020,22:01:19,-164.763123,-48.761987
Eric,2018-01-20,+44(0)808 1570333,True,Oman,18204,2001,11:52:12,30.885197,10.737964
Kevin,2019-10-17,+4428 9018 0288,True,Uruguay,13428,2009,21:27:38,-135.721567,13.5713945
Shawn,1980-12-19,+4429 2018 0375,False,Mauritius,63605,1980,14:55:17,-148.224591,-74.489418
Ashley,1985-03-15,01134960824,False,Svalbard & Jan Mayen Islands,74383,1972,17:10:04,-119.339882,-21.335783
Laura,2009-01-18,(0121) 4960190,False,Guernsey,54403,1990,06:02:54,123.814362,-55.0608665
Micheal,2020-05-12,+44121 4960223,True,Latvia,42281,2002,04:34:56,93.886805,73.204570
Zachary,1974-10-17,+448081570469,True,Macedonia,86777,1976,12:26:46,21.058802,11.1765245
Peter,1982-06-06,+44(0)1632960210,False,Kuwait,88120,1972,04:06:11,-76.890123,51.7392075
Yesenia,1980-01-16,(0131)4960249,False,Cocos (Keeling) Islands,80939,1988,12:48:30,-172.075279,-33.9639155
Matthew,1979-12-19,0151 4960231,True,Japan,77927,2017,10:30:51,-5.325408,82.8223815
James,1987-11-27,+44191 496 0096,False,Papua New Guinea,96704,1990,19:02:07,38.758104,17.112170
Tony,1989-05-24,+44(0)1184960210,True,Mexico,97453,2021,20:02:18,-75.258942,68.575907
Brian,2000-09-26,0141 4960079,True,Mali,03764,2002,14:12:44,97.500990,-55.4929185
Clayton,1972-02-11,+44117 4960718,False,Burkina Faso,22409,2007,02:29:02,14.132534,45.721508
Allison,2001-04-11,+44(0)1414960149,False,Guadeloupe,78897,1996,12:15:16,-23.225336,57.299753
Daniel,1973-12-17,028 9018 0212,False,Guatemala,13923,2013,23:57:52,-78.332242,39.794058
Matthew,1996-09-21,+441134960834,True,Guernsey,16454,1973,12:03:07,42.342939,-88.357868
Angela,1998-04-07,0117 4960208,True,Korea,33646,1992,04:15:02,-124.136353,10.7396195
Hector,1972-03-26,(0151)4960340,False,Macao,28782,1977,19:16:57,-18.684264,-89.4439205
Joshua,1972-07-11,(0113)4960037,False,Botswana,96884,1982,13:35:31,-116.438750,-4.429323
Juan,2014-09-11,(0116) 4960998,False,Turkey,91157,1978,16:53:32,-179.122880,-16.339633
Derrick,1988-06-19,0118 4960181,False,Zambia,55470,2007,13:29:04,-0.485711,66.7992935
Amanda,2016-11-03,0141 4960767,False,Liechtenstein,70943,1980,13:26:38,-129.863746,-16.252595
Melissa,2016-04-16,01174960569,True,Monaco,79578,2003,17:27:55,-142.027681,77.5413845
Elizabeth,2004-06-03,+44115 496 0686,True,Marshall Islands,76410,2010,11:39:29,88.837313,31.937133
Christopher,2008-02-20,(0116)4960576,True,Martinique,24765,1996,14:41:50,-114.025506,-1.297684
Katherine,2005-05-21,0114 496 0030,True,Nepal,28897,1983,21:02:07,-138.761844,-46.289744
Karen,1982-09-02,01632960439,False,Tokelau,54223,1989,15:24:52,62.439503,0.816751
Stacy,2007-02-09,+44141 496 0229,False,Niger,21778,1987,23:47:27,22.293740,78.112021
Kathleen,1979-03-26,(0191) 4960102,True,British Virgin Islands,18329,1985,11:42:54,-17.520666,-40.273788
Brianna,1980-11-17,0141 4960750,True,Aruba,22328,1987,10:48:50,164.543138,39.305890
John,2019-10-14,(0161) 496 0414,False,Kyrgyz Republic,64650,1988,18:59:06,-171.555824,58.8658525
Travis,2004-02-13,+44117 496 0967,False,United Arab Emirates,65100,1994,19:09:01,-150.906611,45.2613095
Shari,1983-02-24,+44(0)1174960162,False,Somalia,20629,1995,05:44:17,104.374209,58.8789655
Pamela,2001-02-24,(0115) 496 0294,False,Yemen,43536,1980,15:21:58,8.114972,-64.030597
Alicia,2000-08-10,+44(0)121 4960142,True,Vietnam,76713,2021,10:50:15,-131.270973,-75.2898715
Zachary,1977-03-03,+44151 496 0303,False,Sri Lanka,78409,1985,22:40:16,-60.634607,80.3327975
Jonathan,2001-10-07,0113 496 0498,True,Vietnam,11414,1977,23:28:11,15.400321,77.048158
Joseph,1977-08-09,+44(0)1632960238,True,Guinea-Bissau,88246,1992,21:31:29,45.873077,58.7140685
Brittany,2008-05-05,+44(0)116 4960183,False,Mali,67091,2015,11:42:51,-97.344581,-0.0219855
Donald,2014-05-11,(0191)4960885,False,Liberia,91795,2016,01:06:42,76.530382,87.460690
Danielle,1992-09-30,+44(0)1134960014,True,Niger,74914,1986,16:28:00,169.282733,28.0317665
Norman,1979-05-17,+44(0)151 4960953,True,Mauritius,92517,1995,14:21:46,49.226742,52.4794625
Mark,1982-09-14,01514960801,True,Switzerland,23975,2005,04:00:03,-124.331750,73.5468115
James,2013-08-29,0118 496 0561,False,Italy,88507,1976,12:15:56,98.011474,-40.378805
Mary,2017-03-11,+44(0)115 4960928,False,Angola,75465,1985,05:11:10,4.461038,-47.456099
Karen,2005-11-26,+44121 4960396,False,Central African Republic,05358,2021,23:19:55,112.055732,86.296946
Scott,1976-07-02,0118 4960063,False,Yemen,11670,2006,09:05:31,165.992938,-67.7910085
Brandon,2004-12-28,+44(0)306 9990617,False,Venezuela,78958,1983,10:42:03,-10.291929,38.2830095
Abigail,1986-06-14,(0131) 496 0801,True,Benin,12531,1973,06:08:44,-111.284417,-32.9539715
John,1989-12-19,029 2018 0286,True,Bahamas,67174,2008,05:00:44,-101.197904,-5.799543
Robin,2016-05-29,(0909) 8790687,True,Martinique,66086,1977,04:55:21,107.588191,39.897611
Adam,1978-03-21,(0151)4960201,False,Christmas Island,83370,2020,05:21:21,173.751645,-26.256363
John,1982-04-04,+44161 4960451,False,Argentina,84215,2001,20:32:30,129.305753,54.0976895
Shelby,2000-09-21,(01632) 960 908,False,Saint Kitts and Nevis,00993,1983,07:21:17,5.203784,-11.3961155
Misty,1976-06-09,(0121)4960752,False,Djibouti,52151,1993,21:03:53,-48.764838,25.233867
Nicole,2015-07-10,+44909 879 0833,True,Iran,46116,2003,08:39:54,148.004164,-67.726511
Brenda,1985-04-09,+44117 496 0629,True,Guadeloupe,08471,2015,21:05:33,138.602780,-40.430958
Cody,1981-06-29,020 74960362,False,Brazil,91103,1995,18:13:59,175.774950,68.624616
Zachary,1970-04-07,(0117) 496 0752,True,United States Minor Outlying Islands,15098,2015,13:55:17,-110.220821,81.7591815
Christopher,2006-07-24,+44(0)1314960233,True,Gambia,61313,2007,01:21:53,-131.063047,22.593755
James,2013-06-14,+44(0)1174960985,True,Brazil,29333,2010,01:38:21,149.492968,51.3802995
Zachary,2010-11-17,(0131) 4960777,True,Madagascar,43540,2011,03:50:20,161.241352,-37.9095125
April,1989-09-03,(0909)8790807,False,Sweden,26072,2006,11:23:53,-177.627634,78.6086505
Gregory,2008-10-30,+442074960383,False,Saint Vincent and the Grenadines,96499,1987,02:56:03,157.382316,71.166065
Michael,1990-09-07,+44(0)113 496 0995,True,Svalbard & Jan Mayen Islands,37258,2021,23:50:45,-103.545896,65.206582
James,2013-02-07,(0161)4960914,True,Seychelles,74713,2010,10:59:18,96.450264,-48.2271915
John,2012-02-06,+44(0)191 496 0764,False,Latvia,19162,1992,22:39:38,139.293724,70.268384
Elizabeth,1995-03-22,+44(0)28 9018 0108,False,Suriname,75613,2014,04:43:37,138.553208,-19.6355975
Lisa,2014-04-16,+44306 9990788,False,Iraq,78122,1985,20:29:22,-174.580340,-67.3543295
Mark,2012-07-04,+442074960068,True,Equatorial Guinea,49892,1996,06:36:53,-25.325224,-27.1005995
Andre,1978-07-14,+44161 496 0157,False,Cape Verde,77373,1986,06:19:57,131.790683,-88.7459075
Kevin,1997-01-24,+44(0)113 4960480,True,Iceland,39449,2004,15:15:05,-24.862871,46.5783565
Aaron,2017-08-07,+44(0)118 496 0051,True,Holy See (Vatican City State),67669,2014,02:00:48,-19.870513,-56.035992
Jason,1999-10-04,+44(0)28 9018790,True,France,57256,2000,21:42:08,-165.698973,40.8108935
Eric,1995-07-10,0115 496 0956,True,Azerbaijan,69709,1982,20:41:48,-87.708151,-84.6841265
Julie,1971-09-25,01214960230,False,Mauritania,66063,2021,01:29:01,36.438909,-31.0703695
Justin,1971-07-12,+443069990424,False,Ethiopia,58751,1973,09:42:33,147.550489,80.6151925
Tammy,1982-05-26,+44(0)191 4960121,True,Northern Mariana Islands,45390,2013,20:35:23,127.891553,-57.9240635
Sara,2011-06-26,+44(0)1214960022,True,Bouvet Island (Bouvetoya),81443,2010,08:38:55,154.619761,-63.5844835
Jason,1973-07-24,+44(0)115 496 0377,False,Bangladesh,03012,2000,06:02:15,154.491307,-27.897552
Kathryn,1979-02-19,020 7946 0449,False,Venezuela,44693,1972,08:27:09,-113.062583,59.896465
Nicholas,1996-03-24,+44118 4960396,True,Guernsey,83236,1988,19:23:15,65.082640,17.570837
Edward,1985-04-19,0116 496 0027,False,French Guiana,29469,2011,18:16:09,-129.523996,-36.594780
Todd,1989-08-01,(020) 7496 0937,True,Zimbabwe,43964,2008,07:29:28,77.869039,58.574644
Brittany,1993-12-25,(0161) 4960141,False,Brunei Darussalam,87519,1974,16:25:00,5.527385,-69.2778755
Elizabeth,1976-05-29,+44(0)1134960800,False,Malaysia,59132,2005,22:51:21,105.763880,-82.076971
Joseph,2008-06-05,(0141) 4960571,True,Croatia,86401,2017,21:36:34,6.235837,87.2320745
Barbara,1988-07-15,(0161) 496 0831,False,Solomon Islands,76606,2003,10:07:54,-37.809284,-86.5721285
William,2002-12-27,01414960905,True,United States of America,50369,1999,02:19:02,-177.927279,-80.8509465
Jennifer,1999-11-16,+44(0)161 496 0668,False,Zambia,66597,1981,00:16:41,3.509558,54.216765
John,2016-11-10,01514960634,False,Saint Helena,72922,2002,19:36:28,-161.472683,41.7533405
Peter,1981-07-06,+44117 4960565,False,China,62098,1989,04:04:45,-4.970276,-41.780441
Brian,1973-09-18,(01632)960385,True,Turkmenistan,62735,2004,12:00:46,172.851315,-11.785310
Sarah,2018-04-11,03069990029,True,Pitcairn Islands,69901,2012,05:05:25,-145.910944,62.088814
Kenneth,2013-10-25,(0161) 4960996,False,Taiwan,88395,2019,15:35:43,-62.501184,19.537727
Rebecca,2019-01-02,+44(0)116 4960378,True,Falkland Islands (Malvinas),05476,1978,12:26:08,175.081221,82.4091435
Lauren,2020-08-14,+44(0)1164960821,False,Seychelles,21133,2013,11:44:21,-20.713751,-55.5293605
Michelle,2012-09-04,+441314960615,False,Belarus,73747,1981,14:36:33,-86.256468,-1.7558185
Victoria,2013-09-14,+449098790600,True,Malta,49640,1990,07:22:34,144.394240,77.1152965
Brandon,2020-09-16,0116 4960833,True,Dominican Republic,55557,1972,01:18:15,-7.276742,-59.005297
Paul,2010-11-02,+441632 960914,True,Burundi,74723,1979,13:43:53,4.314807,-63.0180965
William,1988-04-09,(0121) 4960699,False,Burundi,99471,1995,19:11:46,-59.711393,10.599465
Randy,1974-01-14,+4429 2018 0604,True,Niger,92105,2002,07:00:54,43.860982,-21.700418
James,2003-01-04,0116 496 0744,False,Rwanda,76312,1979,12:51:17,-120.558732,-38.2065835
Austin,1995-05-16,01164960577,False,Estonia,02976,2002,02:48:22,38.886544,30.785901
Richard,2011-10-29,+44(0)1314960817,True,Turkmenistan,16269,1991,12:41:27,-15.469861,88.331667
Kathleen,1970-04-04,+44(0)909 879 0495,False,Saint Kitts and Nevis,00623,2019,18:47:22,-140.423486,8.647958
Christopher,1974-08-24,020 74960100,True,Korea,02927,1984,06:03:25,-123.357884,-7.5281535
Thomas,1971-09-21,0161 496 0492,True,Korea,50427,1972,17:55:32,-77.908254,1.429864
Jason,2013-09-07,0131 4960313,True,Liechtenstein,47479,1979,19:46:59,157.608334,33.5629175
Juan,1989-09-17,+441414960163,True,Ghana,84009,1973,13:23:38,115.154374,-89.795595
Stephen,1979-02-15,0131 4960016,True,Kyrgyz Republic,78881,2011,01:47:13,-20.231701,87.0785895
Shawn,2003-08-22,0131 4960624,True,Uzbekistan,31744,1984,10:42:24,173.318996,16.8137045
Jonathan,1979-09-04,(0191)4960023,False,Indonesia,80366,2008,22:58:13,72.524019,41.7878535
Dale,1980-06-03,028 9018691,False,Jordan,08905,2001,07:31:56,63.591027,-19.513088
Wendy,1991-05-12,+44113 4960322,True,Guinea,05464,1998,02:30:26,70.357348,-67.312328
Luis,2005-08-21,(0118)4960883,False,Turks and Caicos Islands,21604,1983,18:45:22,60.906287,-26.674335
Bobby,1972-11-02,+44(0)1154960596,True,French Southern Territories,41149,2006,08:40:36,-61.173107,77.1278445
Theresa,1979-01-15,+44306 9990699,False,Poland,61643,1970,07:56:40,112.096995,78.036076
Jeffrey,2013-04-22,+441154960583,False,Korea,75170,2020,05:11:27,-33.411789,11.3903615
Willie,2006-03-11,028 9018641,True,French Polynesia,54423,1997,17:17:08,-64.886106,-37.4220985
